pdbid,value
6f5u,3.54
4hzw,8.88
5law,7.1
3s9y,6.44
4fcf,8.62
4dxj,7.42
3hp2,6.17
3st6,3.62
6hkn,7.29
3njq,4.89
1zzz,5.14
6bfw,6.66
4oon,7.52
5y86,6.1
5erg,4.35
5nhh,8.95
4loq,8.15
5ceo,9.3
1svg,8.7
6ebw,8.6
4pyo,4.52
1xo2,6.07
5yzc,5.52
3gxz,7.89
2xl3,5.25
1kds,5.77
3rwj,7.8
1e9h,7.46
3vi7,7.39
4gjc,7.05
4lxk,8.4
5hf1,5.74
5ezh,4.62
6cha,4.4
2h13,5.35
5j71,6.96
6b1f,8.72
5pzn,7.39
5q0l,5.36
4umj,5.57
6kjf,4.97
6rsa,4.4
4u0e,6.92
2gga,1.96
4zt3,8.0
4dma,6.19
5u6v,7.68
5wmt,5.86
4x7o,8.7
4mlt,2.85
4qws,6.5
4k9h,7.12
2ksp,4.24
4nmo,4.83
4lyn,7.22
5ivs,8.21
3avj,3.3
1b56,6.1
5qb1,4.7
3nf9,3.54
6drx,9.24
4yxu,7.24
6ms1,5.22
3t0l,4.52
3gyn,7.21
4m5m,4.74
6r12,4.4
5lws,3.94
1agw,4.7
6hhh,7.17
4qtc,6.4
3g2i,4.86
4k4e,7.62
2wxp,8.52
5a4l,5.41
1tkc,4.85
6f7i,7.85
6cj1,5.27
2k31,8.7
2y54,4.7
5y8c,6.8
1o3e,7.96
1xp6,9.4
5e0a,6.59
6bkx,6.39
4hmh,6.21
6sen,5.55
5bvo,8.3
5f9e,9.34
4g55,4.92
1oxq,6.3
2jkk,8.2
5h6v,6.68
1ke7,8.05
3avk,3.3
3msk,4.59
3qak,8.32
5t1k,6.28
5kq5,8.05
3uvx,4.34
5a9u,10.1
1mm7,7.7
1meu,6.1
3o9h,12.1
3kw9,9.0
4ggl,9.0
4dtk,8.52
3lw0,6.4
2gvz,6.89
3oe6,8.09
4gly,5.11
1ong,8.05
6fbv,6.52
1epq,8.19
5kya,8.22
4eqj,5.6
6iar,7.6
2hw2,2.97
4tvj,7.91
1nd5,8.4
1a42,9.89
5zdg,5.42
4kxm,5.59
4eg5,8.1
2xzw,5.29
6i5j,5.85
5w8h,4.63
4yv5,6.22
3g7l,6.72
2vj1,5.3
5i89,7.48
4p4f,6.77
3ual,5.81
3oyn,7.6
1ktt,5.82
6fne,5.52
5d7r,7.89
4o76,6.89
6.00E+86,5.09
6d3z,8.92
5enb,3.11
5lgs,7.06
3ohf,7.03
1vyj,7.0
1g9c,5.3
6bcr,5.26
5kez,8.15
1t69,6.32
4mzj,5.8
3t1l,3.26
4w57,4.85
4qvl,6.53
6f9r,4.97
3s0j,3.77
6br3,8.72
5gr9,7.48
5mxo,5.27
5x02,9.85
5cf8,8.96
5myn,4.52
5j7s,7.3
4iwd,9.0
4hbn,6.1
3zxv,7.31
1qxw,5.15
1vea,7.52
2j9h,3.39
2qzl,8.1
2p8h,7.15
2lyw,4.52
3h03,3.87
5j7j,5.07
5enk,8.1
5tq7,7.67
5yc1,4.34
2ban,9.0
5d2a,5.59
6g8l,5.0
2q93,6.25
2wou,7.14
2onc,7.89
2l6e,6.0
4jlg,8.7
3p9j,7.51
3wab,7.47
3q4l,7.26
6e0q,8.1
4nmq,4.49
6oxu,10.02
5mql,5.85
5wxp,3.35
4an1,10.26
4bgh,8.4
4dn0,5.72
2oph,7.8
3le6,7.46
5q0t,4.54
6ufo,4.46
5n7g,4.58
3w0l,7.02
4nro,5.02
5vnb,5.3
5boy,5.6
5ni7,7.7
2xru,7.51
4p4s,4.94
4o7e,5.24
1k08,5.34
5.00E+80,8.3
2gh6,4.95
5ajz,5.7
4gxs,4.0
3c4c,6.8
2n7b,3.55
4lw1,3.15
1s3k,6.62
2zgm,1.79
5j1v,7.39
3n5h,5.7
5fat,6.96
2vj7,7.4
2iiv,8.18
5o4z,6.07
4ahv,1.82
3arv,5.64
1q9d,4.6
1t29,6.05
6dq6,5.07
1p10,6.7
5xsu,6.74
1opi,7.3
3zke,6.8
6f23,8.3
5laz,8.4
1rs4,7.17
4acd,8.31
5d7c,6.85
4ux4,7.01
5yy4,6.43
2pyi,3.75
6sal,6.58
3olg,7.84
3lq4,5.22
4ybj,9.28
1r0x,3.83
3tkm,9.0
5xff,8.21
1i91,8.94
4mk8,9.0
1xa5,6.5
6f96,7.72
6g47,2.18
5dva,3.55
1rhq,7.75
2yde,3.72
4bgm,6.21
3chq,7.7
3fud,2.7
4uvy,8.26
1shc,7.28
5ksx,5.43
6h96,8.68
4az3,8.3
5hu1,8.66
2w5i,4.54
3at4,8.1
1xom,7.96
5umw,4.23
4c71,3.42
2h5d,8.19
4yxd,4.34
4qxt,7.8
5aok,2.7
3vv8,4.77
2oht,5.04
2fq6,7.1
1uyk,4.77
6rni,9.4
6fu1,5.36
5b5p,9.7
1bl4,8.74
3kc3,6.8
4p4e,6.74
3lm1,4.7
5jf4,7.19
4dcd,5.75
5fom,5.01
6m7i,3.41
3e9h,7.55
6h7m,7.8
4j1c,7.31
2xag,4.55
3vrw,9.39
5trs,8.0
5i58,6.92
1hkm,8.72
6ezi,5.31
6dge,6.72
5lo5,5.87
1w6h,9.3
3qup,6.32
2ltx,5.39
6q9s,7.77
5ewh,3.77
3d20,8.3
3sm0,6.13
1qjb,6.38
5xhs,5.05
1y2d,5.7
5i2z,7.14
6q8a,8.01
6q9l,8.41
5two,8.09
5zk3,8.74
1dis,11.0
6qyp,7.15
4xqa,4.99
2l1r,3.57
1my2,7.77
1l7x,4.04
6b67,5.05
4bi0,4.23
4ezk,8.2
5iuh,6.4
1pmn,8.15
3zjv,6.27
3e0q,5.89
1u3s,8.85
5ofu,4.2
3ow6,6.66
4zg9,7.59
2xas,5.89
3m8q,9.52
3coh,8.4
1ax2,3.99
5xs8,5.41
5trj,5.92
3hc8,8.54
6ob0,4.96
2w85,5.04
6j06,6.59
3jzs,8.1
5z1d,8.3
2zmj,7.52
4qmz,6.68
4j8r,7.7
4x1r,6.4
6gxa,4.22
3elj,5.3
3km4,8.89
4wkv,6.79
4g17,7.54
1k1p,7.92
2yjq,5.28
6bgz,6.39
5aqh,2.46
3cid,8.3
3vp4,4.73
3uok,9.1
3b82,4.43
3mg6,7.89
5wlt,6.81
3tcy,4.62
4amz,9.82
2z7g,8.95
4aph,5.4
1xz8,4.52
6h1i,7.36
6g9h,8.4
5ajy,6.3
3fqk,7.09
6ew6,3.08
5fa7,8.4
2v12,9.05
5lz2,3.0
4y85,7.89
5u4c,6.0
1y2f,4.92
5alk,6.6
6hpg,5.5
4hpy,9.92
3fuf,2.7
6h4z,7.64
3ske,7.77
3r42,4.08
2a4w,8.29
3hv4,6.51
6bed,4.72
3pxy,5.23
3peq,7.5
5teg,6.85
6mo0,6.23
1a08,5.62
3ftz,2.7
6fel,6.4
4i32,7.24
4bkz,7.57
4fe6,10.0
5k0s,8.22
5k0c,5.96
3r8v,5.54
2q94,6.43
2n3k,6.8
6oco,6.32
6rne,8.8
5xmv,7.68
6i10,4.53
6sfj,7.74
1tkt,6.15
4mk7,6.36
5i38,3.42
2y07,6.22
4gv1,8.52
6o0h,8.15
3p2k,4.7
4cc6,6.64
6fiv,8.08
4rrv,7.4
1y8o,5.89
6mr5,7.3
5l8t,3.55
2w06,7.08
1my3,5.4
3fui,6.8
2cnh,7.23
6ugq,7.55
5q12,5.33
4qz2,5.21
1qcp,7.52
3gqo,5.41
1c2t,6.59
4mwq,9.1
3p8e,5.15
2cbr,6.85
4r1y,6.4
1h25,5.74
3rvi,7.96
5n20,4.21
2xx2,7.3
1d8e,6.6
5yy9,8.04
5svi,5.17
4mm9,5.68
4wuy,7.82
2qzk,7.57
4kb7,7.49
6rqk,2.8
5n49,6.33
2mc1,4.15
4hyi,8.52
3zp9,7.82
2yln,7.68
4eft,4.07
6qyo,7.52
1me7,7.19
3gk2,2.7
3e3b,7.96
3msl,5.15
5oah,8.31
5djp,5.15
1q4k,6.55
2hiz,6.95
4hyb,6.46
5t1w,7.11
1pxj,4.89
3iu8,6.24
3muk,3.42
2clo,4.06
5yid,5.4
3amb,6.18
4ocz,9.18
4dfb,4.6
4hvb,9.95
3eyl,6.6
4kvm,5.05
6c9q,5.1
4lh7,4.47
2ci9,7.22
2vj9,6.74
2bzz,6.43
6o9b,6.4
4k3k,2.35
4avw,7.62
4xkx,9.05
4fcm,3.94
6oxt,9.95
6hbm,5.02
6q8p,7.74
6nji,6.99
4b7n,8.78
6f55,4.16
3t4h,5.28
3vva,9.32
6bd1,4.78
1r5g,7.52
1r58,6.96
4afj,6.4
2aux,9.3
1.00E+72,3.22
4w4x,6.99
3q92,7.92
4q0a,6.48
4cd6,3.59
4em7,5.11
5i8c,7.6
4jof,4.17
4j4o,6.9
6gn1,8.0
4cby,7.7
5kzp,7.15
2tsr,7.54
2q9y,4.44
2pjc,8.72
2cgx,4.81
5e8r,8.7
6bg3,4.92
4.00E+90,8.1
5mk1,3.88
3nsh,6.33
5jf8,5.85
5a6a,7.22
4lke,5.37
2i47,8.66
4rkx,5.1
5ngr,4.62
1f90,7.92
3l58,8.1
4jjm,7.57
2r2l,9.0
3avz,7.19
3rtm,4.42
1hqh,6.3
2kgi,6.12
1i8j,4.41
3e0p,7.92
3gw5,9.33
4yyl,5.01
5jm4,7.42
4qiy,7.3
5q1f,7.14
1k2i,3.11
4zki,2.92
4av0,6.98
2g9u,6.08
2euf,7.82
2pg2,5.77
3wyx,8.37
4ylj,8.22
6g01,7.41
4ufz,6.31
4tmr,7.22
5wfm,6.52
6hrw,6.0
3ken,5.4
6hq3,6.11
6qs1,5.61
3fjz,4.05
4oef,4.76
2byp,9.06
4iuu,5.65
5thi,3.61
1htg,8.42
2fda,6.3
1w51,6.3
6i8b,8.0
4r93,7.8
1o4k,2.92
1y1m,1.82
3lvp,8.7
5nvz,6.77
3sc1,4.38
3qiz,5.21
6aec,6.15
4z0d,5.3
5w38,7.33
5cqx,5.33
5vdr,3.3
1rst,4.43
4qmu,5.89
4bi2,4.03
3oad,9.62
3dvp,5.0
4jfz,7.15
5ix1,6.31
2qoh,7.7
3ns7,8.33
3qxc,5.77
6b22,7.38
6b0y,4.19
5y6d,7.26
1xm4,10.39
4tk5,7.49
5li3,7.28
5ml8,8.1
1qkn,8.47
4yp1,5.04
3qzq,5.64
1vsn,9.7
3o1d,5.74
5aki,6.12
2ay7,2.3
6b7h,9.03
2hdu,2.3
6g28,3.64
1ywr,7.89
6njz,5.01
2y5k,6.66
2vww,6.62
6fa5,6.75
4z2o,4.51
5ejw,3.3
3nii,4.23
4kz5,2.0
4zlz,7.0
5tq1,5.49
1fta,6.36
4mzh,7.18
6p3w,6.26
5kv9,5.85
3g2k,4.79
5eq0,5.92
5uqx,6.21
4yx9,5.35
5g3m,5.66
3emh,6.85
6esy,5.59
5tyn,9.28
4ea3,9.57
1au0,7.66
4mhs,5.29
5id0,5.77
2v85,4.46
5yco,4.59
1sts,5.0
1n1v,3.85
1c3e,6.59
1rwx,7.37
6qmd,3.77
5fsl,4.62
3hx3,8.0
2hmh,7.15
3gn7,8.3
3px9,3.42
4mbp,5.64
3ine,6.77
2ydm,7.44
6cmr,6.61
4i0f,6.35
6uwp,7.55
5npd,7.42
4kp4,5.17
2xfj,7.89
3vbq,9.33
2vx0,6.24
4iuv,5.72
3vqs,7.75
1nc6,8.0
3mxy,6.41
3evc,6.91
1nu3,4.0
5n8t,5.74
5xvu,4.65
6nng,4.23
5zcu,5.67
6fvl,6.8
6gr7,5.5
5m6u,8.37
6q8c,7.68
5bq0,7.82
1u65,7.58
5cyi,5.88
6pfj,6.41
3rjc,5.24
3rme,4.66
5mwg,5.77
4odm,6.07
4jg8,8.6
5bs0,7.12
4d8e,7.01
3lle,4.97
5w1v,4.43
1f1j,8.8
3qqu,8.62
4bxn,8.0
3hb8,5.12
5vdo,3.3
3h0s,6.2
5q1i,6.24
3rt6,7.15
5fqc,8.52
6jjm,2.85
6ayn,5.04
2woa,5.94
4g8l,8.0
4xmo,8.7
1g1e,7.54
2fjm,6.85
6sq0,9.1
5mka,4.31
4at4,7.92
4jlm,7.64
3muf,6.49
4ng9,7.12
3oag,9.51
4e5g,4.67
3c7q,7.68
5lh4,6.96
1a86,4.0
1f0q,6.0
5l01,7.48
1rdi,2.06
2f3e,6.81
4jhz,6.02
1h3c,6.51
5tqf,8.3
1pfy,8.15
5q0j,6.62
5w7i,4.95
1uze,8.9
3pa8,5.75
2zmd,7.01
6fac,6.75
2p8n,3.15
4d88,7.31
5t6p,6.06
1fd7,1.85
4jq7,6.41
6bgx,6.33
4j78,4.65
4eh3,3.53
6fmf,5.88
5urk,6.1
4b77,5.1
5ax9,8.1
6mxd,5.23
4l2f,6.23
6ccn,4.52
4zsq,5.65
6tel,9.96
2b1q,1.59
1qpf,7.57
6ipl,3.82
6m9f,8.22
5nwc,6.15
4tzn,6.52
3p44,8.01
1x8s,5.1
5q13,7.04
3hrf,4.99
2r7b,7.22
5ops,5.06
5tus,4.43
3ith,8.1
4utr,6.15
4k5n,3.9
4pzx,6.0
5ap2,8.48
4os6,6.44
1tg5,7.92
2uyi,6.32
1zub,6.57
4zjj,8.0
3rt4,8.8
6ink,6.57
3qg6,9.14
3snb,4.38
4len,7.4
4egh,3.26
5i0l,7.74
6a6w,5.43
5jn9,7.79
2qyl,6.19
2qx0,6.11
5yp5,4.6
6mjj,7.84
3v2w,7.11
3gjd,7.33
2hd6,7.8
1ao0,4.96
6bw2,7.68
3ztd,4.02
4y87,7.24
2y4k,5.46
3qw8,5.1
3tv4,6.96
6eh2,4.0
4kva,3.94
4oew,6.82
6p1d,7.41
4hgs,8.3
5iq6,5.26
3uoj,7.29
4urx,2.89
1tfq,7.92
3ti8,9.05
6a84,8.28
2p94,9.17
4iz0,4.0
5zgg,5.0
4mmf,6.53
6ng0,8.19
3kyf,6.78
3cbp,5.6
4zun,4.59
4ool,6.85
5edu,8.66
5v9t,7.35
6cnk,7.77
3kqc,8.66
3gur,8.0
5gtr,7.17
4x9v,7.85
4mnv,4.94
5ioy,5.22
4uxq,7.8
3m94,5.08
4ppa,9.1
4o12,8.7
4zy2,7.22
5iis,9.0
6n53,7.87
2flu,7.7
6asu,5.21
4v04,8.11
2b7f,7.3
2bmg,7.74
3jy9,9.0
4e1e,6.31
6h4r,7.03
5ezg,4.92
2ien,9.0
3bti,6.14
6e7w,6.52
1gca,6.7
1nu1,7.19
5aaa,9.42
1sqp,8.2
3hab,8.38
5l9h,6.4
4u58,2.0
4jg1,6.63
2w6z,2.82
4i80,7.62
5kks,8.7
6ei4,5.28
4ucu,3.35
6oie,6.15
6ijl,7.93
3n45,3.3
5z89,6.71
1xor,6.41
2j4q,4.46
4y3b,4.87
3m2w,8.52
5fbn,9.57
2r6y,9.49
6hmp,6.86
5nx9,4.6
5all,5.57
1t2v,6.4
4gm8,9.0
4cfm,4.74
6ind,6.62
5vjn,5.06
3ikc,7.46
6qfq,7.1
4eqc,8.1
5ur6,7.06
1bgo,8.46
1okw,5.25
3jqg,4.74
4abv,6.07
4uwf,8.15
5m34,6.82
1zpc,6.6
5v49,7.3
1kwr,6.6
4ylk,6.74
2chz,7.8
3px8,3.64
4rt1,6.14
6fkz,6.05
4g34,7.93
4pl0,4.4
4dhm,3.78
1juy,7.66
4mr5,6.6
6gj5,3.36
5vqu,5.11
2nmy,8.37
5q1c,8.08
4x3i,3.17
6b1y,7.4
3udy,5.7
5nut,7.92
3g90,6.36
4py2,6.57
6rhe,4.13
4oth,8.05
3dbs,7.12
1g3b,5.74
3fyz,5.8
5o5f,4.3
5tks,7.17
5i22,7.62
6peb,8.57
4gts,7.89
2yne,8.57
4edu,3.99
4i0d,6.21
4j1i,7.4
6iot,5.24
5u5h,5.89
6ggg,9.2
2bgd,5.0
5jdi,5.37
2eg8,4.5
5q0i,4.25
4l0t,7.18
3pcc,3.62
3ur9,6.31
5l44,4.4
4xg7,7.49
3k5c,7.77
4r1e,7.28
5can,6.91
4wbo,4.2
1o5p,10.0
3qpo,6.61
4an9,7.36
6ibv,5.23
3l0e,8.0
6bh8,5.12
4kij,4.3
4clb,6.55
1oj5,6.1
4zy5,7.59
5o4t,3.4
1o5f,6.07
4yb7,3.8
1ibg,8.55
4p0v,5.92
6o6g,6.52
6ekd,6.44
3e6k,5.15
3g2u,5.27
6r4v,5.76
2g9x,7.35
1zgv,6.0
4nzo,6.77
6bw4,5.5
2r9b,6.57
5oci,8.05
1csi,8.8
4mwc,5.87
5j7b,8.3
2a0t,4.82
1sqn,9.4
2lbv,7.59
2wo9,7.21
1h7a,4.72
5c7b,3.0
5gvp,6.78
2z7h,6.94
2h96,6.64
2x6y,4.59
3chr,7.21
2g71,7.46
4aq3,7.43
4o3b,6.09
4hco,4.32
5ux4,7.05
5alp,7.07
3pa5,8.7
3rjw,7.57
5buj,8.3
3dgn,6.21
4oyt,2.81
4qab,9.7
4ra5,8.4
4z2i,7.44
4htp,5.62
4xv2,8.27
4s3f,6.24
4lbl,4.96
1zyr,5.74
3uvk,6.8
2emt,6.7
5ax3,5.92
1pl0,8.22
1ouy,8.37
6ar9,5.18
1oth,7.0
2bdy,7.77
2vev,6.52
4lg6,6.74
5k32,8.8
4tyb,1.7
4p0n,8.66
1ttv,6.8
5jmw,6.76
3qd3,8.0
1xm6,6.38
3zxr,7.7
6g8j,4.76
1pig,9.15
4gvu,7.52
2hug,5.97
2x6j,7.44
4hvs,7.8
1bt6,5.7
3fv8,6.8
4pri,4.03
1zd3,3.3
4x9r,7.82
2f5t,5.17
6c7g,7.74
3wq5,3.85
5kap,4.23
2z50,4.95
3h0q,6.07
6cn8,7.2
2xfk,8.52
4kqo,6.78
1tkz,6.62
3u78,5.6
3rx7,6.03
5hzx,8.55
3n7r,7.7
5f1c,6.13
6cwf,7.54
3dpk,8.39
4y6s,5.03
2ntf,6.52
4nmv,4.95
3ny3,4.71
4yyi,4.19
3zhf,3.92
2wi5,6.05
1a5v,3.1
1q95,7.57
6gu2,5.8
3d25,7.66
3m11,7.37
3u9c,5.89
4yab,5.07
5fjw,5.4
4jjf,8.0
2c1b,6.4
5f6u,2.52
3cqu,6.82
5bot,4.41
4eej,7.15
3olf,7.7
6ezh,7.04
2gtv,5.15
4q1a,9.3
5uvc,8.21
1dub,5.8
4ufd,9.68
2c5o,5.19
6jz0,7.82
2ea2,7.8
4rxz,6.74
6qfw,6.83
6fmi,5.03
4o91,6.83
5yij,3.42
5mk3,4.05
6sdd,8.4
3upi,8.22
4jjs,6.7
1aht,6.21
1axs,7.77
2l65,4.22
5efb,8.37
4os2,6.7
1fq7,5.43
3eht,5.17
4y63,3.58
2fs9,8.52
6mkq,6.16
3zev,8.64
4rlk,5.02
3uvp,7.46
1exv,7.35
4p44,7.8
1aze,4.22
3is9,6.42
6dn6,8.15
4z7n,5.04
3nuy,3.46
5twx,7.52
4wph,5.8
6fe5,9.3
5jyp,7.0
4u5j,5.53
4ps0,4.04
5eym,7.6
4gk7,7.9
2q92,5.96
2pcu,3.04
3b8h,4.2
3nzi,5.59
3lbj,4.96
1qj6,7.74
5eyz,6.0
4exh,6.15
6jsf,8.48
4uia,6.72
4nms,4.94
4ej2,2.49
1czk,8.82
3g86,8.3
3.00E+62,4.39
6cyh,3.15
4anq,6.22
4nmt,4.85
2ewp,7.1
5eps,4.42
3rkb,6.42
3wzq,6.23
1uu9,5.4
2e9o,7.7
3vv7,5.34
2vpg,5.68
5cf6,8.09
3byo,8.15
5al4,6.52
4bs5,8.22
5hna,4.23
4obz,5.72
6ilq,6.36
4nru,6.94
4e3l,8.52
6mlw,3.74
5lss,6.31
5hm3,5.17
6h75,4.38
4my6,5.62
6j10,6.35
4l7d,6.12
1h1r,5.64
6f5w,3.83
2jjk,8.05
4ok3,4.15
3rwd,8.0
3hbo,5.09
6suo,9.4
6mim,5.7
4b6u,5.11
1gcz,5.13
1bug,4.37
1nxy,7.19
2j4k,4.85
3iqj,4.93
6mso,5.42
6m9t,7.7
4j70,5.24
6uyy,5.72
3oxi,5.66
4phw,10.0
2w6n,6.9
3efj,7.41
3g70,9.4
6iik,4.91
5a0c,9.27
5dx3,7.41
4ue1,8.0
5or9,4.06
6pvs,8.17
4mfe,2.27
6uyx,6.0
6ccu,4.45
4oyo,3.52
6hvu,6.59
4dro,5.41
6h12,7.68
6jid,5.08
6hdn,4.3
5wvd,7.68
5loh,5.04
4x11,2.22
4pct,7.15
2n0u,6.22
1xn3,7.4
6pyd,6.81
5n1y,3.22
1yz3,8.81
2w9r,5.32
3tc5,5.17
1inq,6.27
4c4i,7.66
3efk,7.85
3bpr,4.95
4esi,4.15
6ht8,6.72
1fgi,5.0
1h1q,6.0
1gj5,4.96
3vru,10.0
4piq,7.1
3wuv,5.17
2aei,7.07
5gvm,6.73
6g8p,4.21
6gg3,4.21
3t4p,5.19
3qiy,5.34
3k15,4.92
5oax,7.57
4lh5,6.7
1p01,9.46
4dlj,5.92
5fqs,7.36
2oqv,8.4
1ugp,2.89
2xzg,4.74
1c6y,9.51
2gg2,6.6
2piy,7.7
3zlo,8.82
5mih,4.19
4nw7,6.63
5go2,3.22
1hk1,5.64
4ju3,7.07
1y2g,4.08
3oeu,7.51
2gfk,4.52
5ak6,3.49
2g00,9.74
4mji,4.09
4jps,8.3
6er3,3.24
5ofv,1.58
4mbc,6.4
3tt0,9.05
2qch,3.6
3aru,3.22
3l7c,2.44
2h9p,3.72
1f9e,8.7
6agk,5.58
5akg,4.46
5inh,6.0
4fns,6.7
5anw,8.52
1h07,5.52
6fv1,5.97
4k2f,7.4
2gmk,3.23
4lph,5.04
4rj6,7.12
5d9l,7.62
4xqu,6.07
3lnj,6.66
6ek3,6.48
1o37,6.82
3d32,6.45
4k78,4.79
3o9l,9.66
5ghv,7.92
4a9r,7.8
3azb,4.92
6bqj,6.0
6iin,6.08
4lkg,6.8
2ei6,7.39
1cin,8.73
1oiy,7.19
2fgi,7.34
3pd2,5.47
2g8n,7.2
3s1y,6.22
5zhj,5.0
4cdr,5.1
5flp,3.2
4qg7,8.0
6o2p,8.18
4ycw,5.68
1xn2,10.52
1rhj,8.04
1gzc,3.49
4qw0,5.14
6mil,5.41
6gvi,6.82
4h3b,5.17
1g6g,6.28
3vsw,6.89
2bub,7.05
4u5u,2.89
4e5f,4.82
6hu1,6.72
5cgv,6.47
4bvb,4.48
2ym7,6.89
4k3o,4.44
4k69,7.4
6jsn,8.42
2va6,6.17
3i81,7.89
2vr0,4.42
5wa7,6.4
5dtj,4.47
5vad,9.12
2adm,5.7
4z2k,5.78
5c87,3.7
2is0,6.7
5fwg,6.72
5ar8,8.1
4o28,7.54
3l79,2.46
4hbv,4.64
3unk,4.82
3qzv,4.16
5m4u,4.89
5ovh,6.55
4n3w,3.5
5ab1,5.42
2ie4,10.0
1uym,6.0
3r22,7.77
4l8m,9.0
2i2b,2.44
6f8b,5.21
5w14,7.34
4yh3,4.59
3t3y,5.47
1z9h,3.0
4gnf,3.35
4byj,6.57
4csj,8.31
4pz8,5.92
3fq7,2.52
3krj,8.96
4hwb,9.24
3c45,9.68
3ig6,7.6
4w5a,3.77
3ow3,6.13
3zlv,3.52
5xyy,5.04
4iut,5.72
4bdb,4.07
1g42,3.01
4mao,7.33
5w3i,5.8
3tge,10.15
6fpu,6.49
4tw6,4.21
6ow2,8.52
5o1e,4.48
2bw7,5.7
2z8e,8.0
4u7v,5.49
5dp6,4.83
1rek,6.7
5hl9,4.66
3qkm,7.42
4qaa,6.44
5uwi,5.8
5lj0,8.0
3fi2,7.6
6.00E+05,4.26
4wyz,4.3
5acb,6.8
6apu,4.87
4b6q,7.55
1tpz,6.19
6i97,8.18
6cyb,9.02
6axl,7.11
6bfn,8.03
2f9b,6.52
3c49,7.15
5xjm,9.37
4y62,2.95
6g3c,6.91
5eud,6.82
6gbw,8.45
2cv3,6.57
2clf,3.55
3qpp,7.92
2rgp,7.52
6bw8,9.0
4h5c,7.55
6ggn,10.1
5i25,3.49
5djr,4.86
2mlm,5.21
2k7l,6.15
5swg,4.48
5etu,3.89
2xb9,6.77
4edy,5.83
4rvk,7.87
4gtv,7.42
4o7d,3.0
4hze,6.29
1ff1,4.92
4ojr,7.42
1jjk,11.06
6nd3,4.59
4qhp,8.05
5v40,5.8
4i4f,6.19
4oz2,3.0
5w4s,4.03
3avl,4.18
2ofv,9.7
3sfi,6.4
5tln,6.37
4zpf,6.74
3oz1,8.7
4x1p,4.2
3atl,4.76
3h1z,4.66
4zum,6.57
6nm4,7.06
1i7m,9.64
2xhr,8.32
4mha,8.28
2xui,15.0
2qk8,7.91
3x1k,3.59
5i13,5.08
4gb9,6.27
2wij,3.2
1imx,3.52
2i4p,5.7
4hai,8.1
6h4u,6.16
5xig,6.38
4s2i,9.0
5tri,5.06
3lau,4.52
5t1t,7.24
5kgn,9.03
2wti,7.04
5v42,6.62
5icv,5.62
1oi9,7.16
6ex0,4.03
2xyn,8.4
2xcs,7.85
5dhh,9.18
6afj,6.28
4w50,5.85
3h23,4.71
4k6t,4.1
5ttf,6.21
4cl9,7.3
4ijh,4.33
5kre,7.23
5ow1,4.15
5bvk,4.0
6mck,7.92
3l5b,3.91
3qvu,3.55
5t4e,5.36
5fl0,6.46
5abh,8.77
5tgy,7.35
4ewr,6.27
3mt8,4.55
4r17,7.68
4mk2,6.14
5q1e,6.92
5he2,6.89
3o95,8.28
2zb0,6.62
4xkc,5.87
3c6t,8.68
6chl,8.05
2xgs,3.28
1mhw,7.35
5nt0,6.55
4r5v,6.15
6szj,5.82
2jiu,7.56
3gl6,4.68
3tjm,5.2
2jbv,3.54
1tt1,8.15
4qsk,5.1
4dpt,7.3
6qtw,5.52
5tyl,7.82
3q2a,5.3
4rx9,7.89
1ms0,2.91
4h5e,6.07
4g3f,8.36
1y2a,7.34
4qlu,8.08
4e5d,6.22
2qpj,6.35
3l81,4.53
4x6x,8.64
6mm5,4.54
3m3o,3.6
1g9b,5.3
1h36,7.74
4q07,8.14
1kne,5.6
2ieo,8.49
1n3z,4.2
3b5j,5.68
3n5u,5.92
1bqn,6.22
1std,10.33
5bvd,9.8
4akn,6.1
1v1k,4.46
3o96,7.24
4kov,3.75
1y3w,5.77
4zx9,7.39
5ujv,3.6
6e4t,8.05
1gux,6.96
4pnn,4.52
2vvt,5.24
4b6c,6.16
3eqs,8.48
1gzg,3.05
3s7a,8.96
4o77,5.6
3wka,4.54
5aad,6.67
3ax5,5.85
3qcs,6.5
4qn9,4.41
3tl0,6.59
4xj0,9.52
5o1b,4.7
6hu3,6.3
2g5p,8.42
4aa0,7.46
1jh1,4.39
4avg,7.22
4jpe,7.32
3p78,6.96
6r0x,8.7
2zzu,7.41
5dyy,7.24
6n6o,9.15
2wji,5.02
4ie0,5.08
5xyx,4.84
6qhg,3.13
6cmj,8.3
2wj2,8.33
4ijq,7.52
5edr,7.46
3g5y,7.46
4ty1,9.26
1c8l,8.16
3eju,6.6
2zz6,6.72
6hmb,6.56
5n1x,3.16
4bdg,4.12
5av0,3.55
4qvv,5.15
3bm8,3.54
5acw,3.84
4nwm,8.1
2xni,7.37
3h0e,8.15
5lj2,5.0
2r3k,7.0
1i8z,8.9
2qnz,5.42
3bv2,9.36
5sys,7.36
6agp,5.05
5iez,7.64
1q6k,7.59
4wx6,9.0
2xoi,3.34
5j3s,7.72
3uwo,6.36
5mjb,8.52
1hvy,6.54
5yjb,7.54
3tct,8.52
6knh,3.55
5x26,8.3
5ugg,6.42
5db1,7.66
1h1h,5.22
5ubg,5.17
2x6w,7.1
6m95,6.85
3qs1,7.96
5m0s,6.69
4pkb,6.94
5w92,7.7
4x7i,7.69
1o2v,5.85
4zsg,5.0
3vbt,4.43
5h0h,6.16
4qmn,8.52
3cyy,4.77
5adq,5.7
